category,kernels,venue,year,title,authors,platform,approach,confidence,cited_by,doi,dblp_url,oa_url,one_liner,artifact_status,artifact_url,artifact_stars,artifact_license,artifact_last_push
Sparse linear algebra,sparse convolution,PPoPP,2024,Tetris: Accelerating Sparse Convolution by Exploiting Memory Reuse on GPU,Xiaoyan Liu; Xuegui Zheng; Hailong Yang 0002; Zhongzhi Luan; Depei Qian 0002,nvidia-gpu,manual,high,2,10.1145/3627535.3638471,https://dblp.org/rec/conf/ppopp/LiuZYLQ24,,Memory-reuse-optimized sparse convolution kernel for GPU inference of pruned CNNs,verified,https://github.com/XG-zheng/Tetris-artifact-evalution,0,,
ML kernels (HPC-crossing),fused embedding operator kernels,SC,2024,RecFlex: Enabling Feature Heterogeneity-Aware Optimization for Deep Recommendation Models with Flexible Schedules,Zaifeng Pan; Zhen Zheng; Feng Zhang 0007; Bing Xie; Ruofan Wu; Shaden Smith et al.,nvidia-gpu,codegen,high,1,10.1109/SC41406.2024.00047,https://dblp.org/rec/conf/sc/PanZZXWSLR0D24,,"RecFlex: per-field schedule tuning + fusion compiler for recsys embedding kernels, up to 20.8x",verified,https://github.com/PanZaifeng/RecFlex,12,Apache-2.0,2025-06-05
ML kernels (HPC-crossing),sparse convolution,TPDS,2024,Efficient Inference for Pruned CNN Models on Mobile Devices With Holistic Sparsity Alignment,Yuyang Jin 0001; Runxin Zhong; Saiqin Long; Jidong Zhai,arm-cpu,codegen,high,2,10.1109/TPDS.2024.3462092,https://dblp.org/rec/journals/tpds/JinZLZ24,,MCPruner: pruning + code generation aligning sparsity pattern to vector width for fast pruned-CNN inference on ARM,none,,0,,
ML kernels (HPC-crossing),deformable convolution,ASPLOS,2023,DefT: Boosting Scalability of Deformable Convolution Operations on GPUs,Edward Hanson; Mark Horton; Hai (Helen) Li; Yiran Chen 0001,nvidia-gpu,manual,high,1,10.1145/3582016.3582017,https://dblp.org/rec/conf/asplos/HansonHL023,,"Workload-aware fusion and tiling for deformable convolution GPU kernels, up to 134% layer speedup",none,,0,,
ML kernels (HPC-crossing),GEMM; conv2d,ASPLOS,2023,Heron: Automatically Constrained High-Performance Library Generation for Deep Learning Accelerators,Jun Bi; Qi Guo 0001; Xiaqing Li; Yongwei Zhao 0001; Yuanbo Wen 0001; Yuxuan Guo et al.,nvidia-gpu; cpu,autotuning,high,24,10.1145/3582016.3582061,https://dblp.org/rec/conf/asplos/Bi0LZWGZ0DL0023,,Constraint-based autotuner generating DLA kernel libraries (tensor-core GEMM/conv) beating prior auto-tuners.,none,,0,,
Dense linear algebra,GEMM; conv2d,ASPLOS,2023,Heron: Automatically Constrained High-Performance Library Generation for Deep Learning Accelerators,Jun Bi; Qi Guo 0001; Xiaqing Li; Yongwei Zhao 0001; Yuanbo Wen 0001; Yuxuan Guo et al.,nvidia-gpu; cpu,autotuning,high,24,10.1145/3582016.3582061,https://dblp.org/rec/conf/asplos/Bi0LZWGZ0DL0023,,Constraint-based autotuner generating DLA kernel libraries (tensor-core GEMM/conv) beating prior auto-tuners.,none,,0,,
ML kernels (HPC-crossing),GEMM; conv2d,ASPLOS,2023,Hidet: Task-Mapping Programming Paradigm for Deep Learning Tensor Programs,Yaoyao Ding; Cody Hao Yu; Bojian Zheng; Yizhi Liu; Yida Wang 0003; Gennady Pekhimenko,nvidia-gpu,codegen,high,25,10.1145/3575693.3575702,https://dblp.org/rec/conf/asplos/DingYZLWP23,https://dl.acm.org/doi/pdf/10.1145/3575693.3575702,Task-mapping paradigm compiles DL tensor programs into fast GPU kernels rivaling hand-optimized libraries.,verified,https://github.com/hidet-org/hidet,743,Apache-2.0,2025-09-04
Dense linear algebra,GEMM; conv2d,ASPLOS,2023,Hidet: Task-Mapping Programming Paradigm for Deep Learning Tensor Programs,Yaoyao Ding; Cody Hao Yu; Bojian Zheng; Yizhi Liu; Yida Wang 0003; Gennady Pekhimenko,nvidia-gpu,codegen,high,25,10.1145/3575693.3575702,https://dblp.org/rec/conf/asplos/DingYZLWP23,https://dl.acm.org/doi/pdf/10.1145/3575693.3575702,Task-mapping paradigm compiles DL tensor programs into fast GPU kernels rivaling hand-optimized libraries.,verified,https://github.com/hidet-org/hidet,743,Apache-2.0,2025-09-04
ML kernels (HPC-crossing),GEMM; conv2d; DL operators,ASPLOS,2023,TensorIR: An Abstraction for Automatic Tensorized Program Optimization,Siyuan Feng 0007; Bohan Hou; Hongyi Jin; Wuwei Lin; Junru Shao; Ruihang Lai et al.,nvidia-gpu; arm-cpu,codegen,high,66,10.1145/3575693.3576933,https://dblp.org/rec/conf/asplos/FengHJLSLYZY0C23,https://dl.acm.org/doi/pdf/10.1145/3575693.3576933,Compiler abstraction auto-tensorizing programs onto tensor cores; competitive with hand-optimized DL kernels.,none,,0,,
Dense linear algebra,GEMM; conv2d; DL operators,ASPLOS,2023,TensorIR: An Abstraction for Automatic Tensorized Program Optimization,Siyuan Feng 0007; Bohan Hou; Hongyi Jin; Wuwei Lin; Junru Shao; Ruihang Lai et al.,nvidia-gpu; arm-cpu,codegen,high,66,10.1145/3575693.3576933,https://dblp.org/rec/conf/asplos/FengHJLSLYZY0C23,https://dl.acm.org/doi/pdf/10.1145/3575693.3576933,Compiler abstraction auto-tensorizing programs onto tensor cores; competitive with hand-optimized DL kernels.,none,,0,,
Tensor algebra,GEMM; conv2d; DL operators,ASPLOS,2023,TensorIR: An Abstraction for Automatic Tensorized Program Optimization,Siyuan Feng 0007; Bohan Hou; Hongyi Jin; Wuwei Lin; Junru Shao; Ruihang Lai et al.,nvidia-gpu; arm-cpu,codegen,high,66,10.1145/3575693.3576933,https://dblp.org/rec/conf/asplos/FengHJLSLYZY0C23,https://dl.acm.org/doi/pdf/10.1145/3575693.3576933,Compiler abstraction auto-tensorizing programs onto tensor cores; competitive with hand-optimized DL kernels.,none,,0,,
ML kernels (HPC-crossing),GNN graph operators; SpMM-like aggregation; SDDMM,ASPLOS,2023,uGrapher: High-Performance Graph Operator Computation via Unified Abstraction for Graph Neural Networks,Yangjie Zhou 0001; Jingwen Leng; Yaoxu Song; Shuwen Lu; Mian Wang; Chao Li 0009 et al.,nvidia-gpu,codegen,high,23,10.1145/3575693.3575723,https://dblp.org/rec/conf/asplos/0001LSLWLGSLLLW23,,Unified compute/schedule abstraction generating GPU kernels for GNN graph operators; up to 29.1x (3.5x avg),none,,0,,
Sparse linear algebra,GNN graph operators; SpMM-like aggregation; SDDMM,ASPLOS,2023,uGrapher: High-Performance Graph Operator Computation via Unified Abstraction for Graph Neural Networks,Yangjie Zhou 0001; Jingwen Leng; Yaoxu Song; Shuwen Lu; Mian Wang; Chao Li 0009 et al.,nvidia-gpu,codegen,high,23,10.1145/3575693.3575723,https://dblp.org/rec/conf/asplos/0001LSLWLGSLLLW23,,Unified compute/schedule abstraction generating GPU kernels for GNN graph operators; up to 29.1x (3.5x avg),none,,0,,
ML kernels (HPC-crossing),binary GNN inference; SpMM,ICS,2023,BitGNN: Unleashing the Performance Potential of Binary Graph Neural Networks on GPUs,Jou-An Chen; Hsin-Hsuan Sung; Xipeng Shen; Sutanay Choudhury; Ang Li 0006,nvidia-gpu,manual,high,8,10.1145/3577193.3593725,https://dblp.org/rec/conf/ics/ChenSSC023,https://www.osti.gov/servlets/purl/2524557,"Binary GNN inference backend via GPU bit-ops, 8-22x",none,,0,,
Sparse linear algebra,binary GNN inference; SpMM,ICS,2023,BitGNN: Unleashing the Performance Potential of Binary Graph Neural Networks on GPUs,Jou-An Chen; Hsin-Hsuan Sung; Xipeng Shen; Sutanay Choudhury; Ang Li 0006,nvidia-gpu,manual,high,8,10.1145/3577193.3593725,https://dblp.org/rec/conf/ics/ChenSSC023,https://www.osti.gov/servlets/purl/2524557,"Binary GNN inference backend via GPU bit-ops, 8-22x",none,,0,,
ML kernels (HPC-crossing),fused Multi-Head Attention; padding-free transformer,IPDPS,2023,ByteTransformer: A High-Performance Transformer Boosted for Variable-Length Inputs,Yujia Zhai; Chengquan Jiang; Leyuan Wang; Xiaoying Jia 0001; Shang Zhang; Zizhong Chen et al.,nvidia-gpu,manual,high,50,10.1109/IPDPS54959.2023.00042,https://dblp.org/rec/conf/ipps/ZhaiJWJZCLZ23,,"Padding-free fused MHA kernel for variable-length transformers, 6.13x over PyTorch on A100",verified,https://github.com/bytedance/ByteTransformer,479,Apache-2.0,2024-03-15
ML kernels (HPC-crossing),direct convolution,PPoPP,2023,Efficient Direct Convolution Using Long SIMD Instructions,Alexandre de Limas Santana; Adrià Armejach; Marc Casas,cpu,manual,high,13,10.1145/3572848.3577435,https://dblp.org/rec/conf/ppopp/SantanaAC23,https://upcommons.upc.edu/bitstreams/43600b99-dc5a-4820-9cde-4a77ccc020f3/download,"Bounded/Multi-Block direct convolution algorithms tuned for 16384-bit long-SIMD CPUs, up to 1.83x over vendor lib",none,,0,,
ML kernels (HPC-crossing),sparse-dense tensor ops for GNN attention,SC,2023,High-Performance and Programmable Attentional Graph Neural Networks with Global Tensor Formulations,Maciej Besta; Pawel Renc; Robert Gerstenberger; Paolo Sylos Labini; Alexandros Nikolaos Ziogas; Tiancheng Chen et al.,distributed; nvidia-gpu,algorithmic,medium,5,10.1145/3581784.3607067,https://dblp.org/rec/conf/sc/BestaRGLZCGSSCI23,,"Tensor-formulated attentional GNN kernels with communication-minimizing sparse-dense tensor ops, 4-5x over DGL",none,,0,,
Sparse linear algebra,sparse-dense tensor ops for GNN attention,SC,2023,High-Performance and Programmable Attentional Graph Neural Networks with Global Tensor Formulations,Maciej Besta; Pawel Renc; Robert Gerstenberger; Paolo Sylos Labini; Alexandros Nikolaos Ziogas; Tiancheng Chen et al.,distributed; nvidia-gpu,algorithmic,medium,5,10.1145/3581784.3607067,https://dblp.org/rec/conf/sc/BestaRGLZCGSSCI23,,"Tensor-formulated attentional GNN kernels with communication-minimizing sparse-dense tensor ops, 4-5x over DGL",none,,0,,
ML kernels (HPC-crossing),direct convolution,SC,2023,Optimizing Direct Convolutions on ARM Multi-Cores,Pengyu Wang; Weiling Yang; Jianbin Fang; Dezun Dong; Chun Huang 0006; Peng Zhang 0061 et al.,arm-cpu,manual,high,6,10.1145/3581784.3607107,https://dblp.org/rec/conf/sc/WangYFDHZ0W23,,"nDirect: optimized direct-convolution kernel for ARM multi-core CPUs, outperforms SOTA convolution approaches",none,,0,,
ML kernels (HPC-crossing),quantized GNN aggregation,SC,2023,TANGO: re-thinking quantization for graph neural network training on GPUs,Shiyang Chen 0004; Da Zheng 0004; Caiwen Ding; Chengying Huan; Yuede Ji; Hang Liu 0001,nvidia-gpu,manual,medium,7,10.1145/3581784.3607037,https://dblp.org/rec/conf/sc/ChenZDHJL23,,Tango: quantization-aware GNN aggregation primitives accelerating GNN training in DGL,none,,0,,
Sparse linear algebra,quantized GNN aggregation,SC,2023,TANGO: re-thinking quantization for graph neural network training on GPUs,Shiyang Chen 0004; Da Zheng 0004; Caiwen Ding; Chengying Huan; Yuede Ji; Hang Liu 0001,nvidia-gpu,manual,medium,7,10.1145/3581784.3607037,https://dblp.org/rec/conf/sc/ChenZDHJL23,,Tango: quantization-aware GNN aggregation primitives accelerating GNN training in DGL,none,,0,,
ML kernels (HPC-crossing),2D convolution,TPDS,2023,Design and Implementation of Deep Learning 2D Convolutions on Modern CPUs,Vasilios I. Kelefouras; Georgios Keramidas,cpu; arm-cpu,manual,high,6,10.1109/TPDS.2023.3322037,https://dblp.org/rec/journals/tpds/KelefourasK23,,"Analytically-modeled vectorized/tiled 2D convolution for x86 CPUs, up to 7.2x over oneDNN.",none,,0,,
Dense linear algebra,2D convolution,TPDS,2023,Design and Implementation of Deep Learning 2D Convolutions on Modern CPUs,Vasilios I. Kelefouras; Georgios Keramidas,cpu; arm-cpu,manual,high,6,10.1109/TPDS.2023.3322037,https://dblp.org/rec/journals/tpds/KelefourasK23,,"Analytically-modeled vectorized/tiled 2D convolution for x86 CPUs, up to 7.2x over oneDNN.",none,,0,,
ML kernels (HPC-crossing),GEMM; kernel fusion for transformer ops,TPDS,2023,NIOT: A Novel Inference Optimization of Transformers on Modern CPUs,Zining Zhang 0001; Yao Chen 0008; Bingsheng He; Zhenjie Zhang,cpu,autotuning,medium,9,10.1109/TPDS.2023.3269530,https://dblp.org/rec/journals/tpds/ZhangCHZ23,,"NIOT: CPU Transformer inference framework searching kernel-fusion/tiling/thread configs, beats PyTorch/ONNXRuntime.",none,,0,,
Dense linear algebra,GEMM; kernel fusion for transformer ops,TPDS,2023,NIOT: A Novel Inference Optimization of Transformers on Modern CPUs,Zining Zhang 0001; Yao Chen 0008; Bingsheng He; Zhenjie Zhang,cpu,autotuning,medium,9,10.1109/TPDS.2023.3269530,https://dblp.org/rec/journals/tpds/ZhangCHZ23,,"NIOT: CPU Transformer inference framework searching kernel-fusion/tiling/thread configs, beats PyTorch/ONNXRuntime.",none,,0,,
ML kernels (HPC-crossing),fused bound-propagation kernels,ATC,2022,Faith: An Efficient Framework for Transformer Verification on GPUs,Boyuan Feng; Tianqi Tang 0001; Yuke Wang; Zhaodong Chen 0001; Zheng Wang 0075; Shu Yang et al.,nvidia-gpu,manual,medium,0,,https://dblp.org/rec/conf/usenix/Feng0WCWY0D22,http://arxiv.org/pdf/2209.12708,"Fused, hand-crafted + autotuned GPU kernels for transformer robustness verification; 2.6x avg speedup",none,,0,,
ML kernels (HPC-crossing),DNN operators; conv,CGO,2022,Optimizing GPU Deep Learning Operators with Polyhedral Scheduling Constraint Injection,Cédric Bastoul; Zhen Zhang; Harenome Razanajato; Nelson Lossing; Adilla Susungi; Javier de Juan et al.,nvidia-gpu,codegen,medium,7,10.1109/CGO53902.2022.9741260,https://dblp.org/rec/conf/cgo/BastoulZRLSJFJC22,,"Polyhedral scheduling with constraint injection generating vectorized, coalesced GPU deep-learning operator kernels",none,,0,,
Dense linear algebra,DNN operators; conv,CGO,2022,Optimizing GPU Deep Learning Operators with Polyhedral Scheduling Constraint Injection,Cédric Bastoul; Zhen Zhang; Harenome Razanajato; Nelson Lossing; Adilla Susungi; Javier de Juan et al.,nvidia-gpu,codegen,medium,7,10.1109/CGO53902.2022.9741260,https://dblp.org/rec/conf/cgo/BastoulZRLSJFJC22,,"Polyhedral scheduling with constraint injection generating vectorized, coalesced GPU deep-learning operator kernels",none,,0,,
ML kernels (HPC-crossing),SPN inference,CGO,2022,SPNC: An Open-Source MLIR-Based Compiler for Fast Sum-Product Network Inference on CPUs and GPUs,Lukas Sommer; Cristian Axenie; Andreas Koch 0001,cpu; nvidia-gpu,codegen,medium,3,10.1109/CGO53902.2022.9741277,https://dblp.org/rec/conf/cgo/SommerA022,,"MLIR compiler generating vectorized CPU/GPU sum-product-network inference kernels, orders of magnitude over libraries",none,,0,,
ML kernels (HPC-crossing),DNN operator codegen (conv/matmul),DAC,2022,GTuner: tuning DNN computations on GPU via graph attention network,Qi Sun 0002; Xinyun Zhang 0001; Hao Geng; Yuxuan Zhao 0001; Yang Bai; Haisheng Zheng et al.,nvidia-gpu,autotuning,high,10,10.1145/3489517.3530584,https://dblp.org/rec/conf/dac/SunZGZBZ022,,GAT-guided auto-tuning search finds optimal GPU code implementations for DNN computations,none,,0,,
ML kernels (HPC-crossing),DNN operator codegen,DAC,2022,Glimpse: mathematical embedding of hardware specification for neural compilation,Byung Hoon Ahn; Sean Kinzer; Hadi Esmaeilzadeh,nvidia-gpu,autotuning,high,4,10.1145/3489517.3530590,https://dblp.org/rec/conf/dac/AhnKE22,https://dl.acm.org/doi/pdf/10.1145/3489517.3530590,Bayesian optimization embeds GPU hardware specs to guide DNN kernel code auto-tuning search,none,,0,,
ML kernels (HPC-crossing),sparse GEMM (tensor-core),DAC,2022,Shfl-BW: accelerating deep neural network inference with tensor-core aware weight pruning,Guyue Huang; Haoran Li; Minghai Qin; Fei Sun 0002; Yufei Ding 0001; Yuan Xie 0001,nvidia-gpu,algorithmic,high,16,10.1145/3489517.3530588,https://dblp.org/rec/conf/dac/HuangLQSDX22,https://dl.acm.org/doi/pdf/10.1145/3489517.3530588,Tensor-core-aware structured weight pruning kernels for faster DNN inference,verified,https://github.com/hgyhungry/ShflBW_Sparse_NN,0,,
Dense linear algebra,sparse GEMM (tensor-core),DAC,2022,Shfl-BW: accelerating deep neural network inference with tensor-core aware weight pruning,Guyue Huang; Haoran Li; Minghai Qin; Fei Sun 0002; Yufei Ding 0001; Yuan Xie 0001,nvidia-gpu,algorithmic,high,16,10.1145/3489517.3530588,https://dblp.org/rec/conf/dac/HuangLQSDX22,https://dl.acm.org/doi/pdf/10.1145/3489517.3530588,Tensor-core-aware structured weight pruning kernels for faster DNN inference,verified,https://github.com/hgyhungry/ShflBW_Sparse_NN,0,,
ML kernels (HPC-crossing),GNN aggregation; SpMM,HPDC,2022,TLPGNN: A Lightweight Two-Level Parallelism Paradigm for Graph Neural Network Computation on GPU,Qiang Fu; Yuede Ji; H. Howie Huang,nvidia-gpu,manual,high,19,10.1145/3502181.3531467,https://dblp.org/rec/conf/hpdc/FuJH22,,Two-level (vertex/feature) parallel GNN kernels beating DGL/GNNAdvisor/FeatGraph 3-8x,verified,https://github.com/charlifu/TLPGNN,7,,2022-12-05
Sparse linear algebra,GNN aggregation; SpMM,HPDC,2022,TLPGNN: A Lightweight Two-Level Parallelism Paradigm for Graph Neural Network Computation on GPU,Qiang Fu; Yuede Ji; H. Howie Huang,nvidia-gpu,manual,high,19,10.1145/3502181.3531467,https://dblp.org/rec/conf/hpdc/FuJH22,,Two-level (vertex/feature) parallel GNN kernels beating DGL/GNNAdvisor/FeatGraph 3-8x,verified,https://github.com/charlifu/TLPGNN,7,,2022-12-05
ML kernels (HPC-crossing),mixed-precision emulation,ICS,2022,Efficiently emulating high-bitwidth computation with low-bitwidth hardware,Zixuan Ma; Haojie Wang 0004; Guanyu Feng; Chen Zhang 0001; Lei Xie; Jiaao He et al.,nvidia-gpu,algorithmic,low,6,10.1145/3524059.3532377,https://dblp.org/rec/conf/ics/MaWFZXH0Z22,https://dl.acm.org/doi/pdf/10.1145/3524059.3532377,Emulating high-bitwidth computation on low-bitwidth hardware (precision emulation) for DSAs/GPUs,verified,https://github.com/JohndeVostok/APE,27,Apache-2.0,2025-12-08
Dense linear algebra,mixed-precision emulation,ICS,2022,Efficiently emulating high-bitwidth computation with low-bitwidth hardware,Zixuan Ma; Haojie Wang 0004; Guanyu Feng; Chen Zhang 0001; Lei Xie; Jiaao He et al.,nvidia-gpu,algorithmic,low,6,10.1145/3524059.3532377,https://dblp.org/rec/conf/ics/MaWFZXH0Z22,https://dl.acm.org/doi/pdf/10.1145/3524059.3532377,Emulating high-bitwidth computation on low-bitwidth hardware (precision emulation) for DSAs/GPUs,verified,https://github.com/JohndeVostok/APE,27,Apache-2.0,2025-12-08
ML kernels (HPC-crossing),fused transformer training kernels,SC,2022,LightSeq2: Accelerated Training for Transformer-Based Models on GPUs,Xiaohui Wang; Yang Wei; Ying Xiong; Guyue Huang; Xian Qian; Yufei Ding 0001 et al.,nvidia-gpu,manual,high,23,10.1109/SC41404.2022.00043,https://dblp.org/rec/conf/sc/WangWXHQDWL22,,"LightSeq2: GPU kernel optimizations for Transformer training compute/memory patterns, 1.4-3.5x speedup",verified,https://github.com/bytedance/lightseq,0,,
ML kernels (HPC-crossing),GCN backward aggregation (SpMM-like),TPDS,2022,Accelerating Backward Aggregation in GCN Training With Execution Path Preparing on GPUs,Shaoxian Xu; Zhiyuan Shao; Ci Yang; Xiaofei Liao; Hai Jin 0001,nvidia-gpu,algorithmic,high,4,10.1109/TPDS.2022.3205642,https://dblp.org/rec/journals/tpds/XuSYLJ22,https://arxiv.org/pdf/2204.02662,"Execution-path preparation turns GCN backward aggregation into partial-vertex GPU kernel, up to 6.6x",verified,https://github.com/Catriminal/EPPGCN,0,,2022-01-27
Graph kernels,GCN backward aggregation (SpMM-like),TPDS,2022,Accelerating Backward Aggregation in GCN Training With Execution Path Preparing on GPUs,Shaoxian Xu; Zhiyuan Shao; Ci Yang; Xiaofei Liao; Hai Jin 0001,nvidia-gpu,algorithmic,high,4,10.1109/TPDS.2022.3205642,https://dblp.org/rec/journals/tpds/XuSYLJ22,https://arxiv.org/pdf/2204.02662,"Execution-path preparation turns GCN backward aggregation into partial-vertex GPU kernel, up to 6.6x",verified,https://github.com/Catriminal/EPPGCN,0,,2022-01-27
ML kernels (HPC-crossing),Winograd convolution,TPDS,2022,Automatic Generation of High-Performance Convolution Kernels on ARM CPUs for Deep Learning,Jintao Meng 0001; Chen Zhuang; Peng Chen 0035; Mohamed Wahib; Bertil Schmidt; Xiao Wang 0004 et al.,arm-cpu,codegen,high,16,10.1109/TPDS.2022.3146257,https://dblp.org/rec/journals/tpds/MengZCWSWLWDWF22,https://www.osti.gov/servlets/purl/1863284,"FastConv: template-based autotuned Winograd convolution kernel generator for ARM CPUs, up to 2.48x vs FeatherCNN",none,,0,,
Dense linear algebra,Winograd convolution,TPDS,2022,Automatic Generation of High-Performance Convolution Kernels on ARM CPUs for Deep Learning,Jintao Meng 0001; Chen Zhuang; Peng Chen 0035; Mohamed Wahib; Bertil Schmidt; Xiao Wang 0004 et al.,arm-cpu,codegen,high,16,10.1109/TPDS.2022.3146257,https://dblp.org/rec/journals/tpds/MengZCWSWLWDWF22,https://www.osti.gov/servlets/purl/1863284,"FastConv: template-based autotuned Winograd convolution kernel generator for ARM CPUs, up to 2.48x vs FeatherCNN",none,,0,,
ML kernels (HPC-crossing),LSH hashing; sparse neuron selection,TPDS,2022,G-SLIDE: A GPU-Based Sub-Linear Deep Learning Engine via LSH Sparsification,Zaifeng Pan; Feng Zhang 0007; Hourun Li; Chenyang Zhang 0005; Xiaoyong Du 0001; Dong Deng 0001,nvidia-gpu,manual,high,4,10.1109/TPDS.2021.3132493,https://dblp.org/rec/journals/tpds/PanZLZDD22,,"G-SLIDE: GPU LSH-sparsified DNN training kernel with custom formats, 16x over CPU SLIDE",none,,0,,
Sparse linear algebra,LSH hashing; sparse neuron selection,TPDS,2022,G-SLIDE: A GPU-Based Sub-Linear Deep Learning Engine via LSH Sparsification,Zaifeng Pan; Feng Zhang 0007; Hourun Li; Chenyang Zhang 0005; Xiaoyong Du 0001; Dong Deng 0001,nvidia-gpu,manual,high,4,10.1109/TPDS.2021.3132493,https://dblp.org/rec/journals/tpds/PanZLZDD22,,"G-SLIDE: GPU LSH-sparsified DNN training kernel with custom formats, 16x over CPU SLIDE",none,,0,,
ML kernels (HPC-crossing),int8 quantized GEMM/conv training,TPDS,2022,NITI: Training Integer Neural Networks Using Integer-Only Arithmetic,Maolin Wang 0002; Seyedramin Rasoulinezhad; Philip H. W. Leong; Hayden Kwok-Hay So,nvidia-gpu; fpga,algorithmic,high,37,10.1109/TPDS.2022.3149787,https://dblp.org/rec/journals/tpds/WangRLS22,https://arxiv.org/pdf/2009.13108,"NITI: integer-only (8-bit) DNN training via per-layer block-scaling quantization, GPU+FPGA impl.",verified,https://github.com/wangmaolin/niti,0,,
ML kernels (HPC-crossing),custom DNN operator kernels,TPDS,2022,NeoFlow: A Flexible Framework for Enabling Efficient Compilation for High Performance DNN Training,Size Zheng 0001; Renze Chen; Yicheng Jin; Anjiang Wei; Bingyang Wu; Xiuhong Li et al.,nvidia-gpu,codegen,high,10,10.1109/TPDS.2021.3138862,https://dblp.org/rec/journals/tpds/ZhengCJWWLYL22,https://ieeexplore.ieee.org/ielx7/71/4359390/09664259.pdf,"DNN compiler auto-generates fused high-perf kernels for custom operators, up to 3.16x over PyTorch",none,,0,,
ML kernels (HPC-crossing),depthwise separable convolution,TPDS,2022,Optimizing Depthwise Separable Convolution Operations on GPUs,Gangzhao Lu; Weizhe Zhang; Zheng Wang 0001,nvidia-gpu,manual,high,81,10.1109/TPDS.2021.3084813,https://dblp.org/rec/journals/tpds/LuZW22,https://eprints.whiterose.ac.uk/id/eprint/174797/1/main.pdf,"GPU depthwise-separable-conv kernels with dynamic tiling, 2-3x over cuDNN",none,,0,,
ML kernels (HPC-crossing),conv,ASPLOS,2021,Analytical characterization and design space exploration for optimization of CNNs,Rui Li 0033; Yufan Xu 0001; Aravind Sukumaran-Rajam; Atanas Rountev; P. Sadayappan,cpu,autotuning,high,51,10.1145/3445814.3446759,https://dblp.org/rec/conf/asplos/0033XSRS21,https://dl.acm.org/doi/pdf/10.1145/3445814.3446759,"Analytical model finds optimal CNN loop tiling/permutation on multicore CPUs, matching or beating autotuners",verified,https://github.com/HPCRL/ASPLOS_artifact,0,,
ML kernels (HPC-crossing),embedding reduction,ASPLOS,2021,MERCI: efficient embedding reduction on commodity hardware via sub-query memoization,Yejin Lee 0001; Seong Hoon Seo; Hyunji Choi; Hyoung Uk Sul; Soosung Kim 0001; Jae W. Lee et al.,cpu,algorithmic,high,32,10.1145/3445814.3446717,https://dblp.org/rec/conf/asplos/0001SCSKLH21,,Clustering-based memoization for embedding-reduction (gather-sum) kernels on CPUs; up to 102% higher throughput,none,,0,,
Parallel primitives,embedding reduction,ASPLOS,2021,MERCI: efficient embedding reduction on commodity hardware via sub-query memoization,Yejin Lee 0001; Seong Hoon Seo; Hyunji Choi; Hyoung Uk Sul; Soosung Kim 0001; Jae W. Lee et al.,cpu,algorithmic,high,32,10.1145/3445814.3446717,https://dblp.org/rec/conf/asplos/0001SCSKLH21,,Clustering-based memoization for embedding-reduction (gather-sum) kernels on CPUs; up to 102% higher throughput,none,,0,,
ML kernels (HPC-crossing),Word2Vec,ICS,2021,FULL-W2V: fully exploiting data reuse for W2V on GPU-accelerated systems,Thomas Randall; Tyler N. Allen; Rong Ge 0002,nvidia-gpu,manual,high,0,10.1145/3447818.3460373,https://dblp.org/rec/conf/ics/RandallA021,https://dl.acm.org/doi/pdf/10.1145/3447818.3460373,"FULL-W2V: GPU Word2Vec exploiting data reuse, 5.72x over prior GPU state-of-the-art",verified,https://github.com/tlranda/FULL-W2V,4,Apache-2.0,2022-12-22
ML kernels (HPC-crossing),DNN inference,ICS,2021,SumMerge: an efficient algorithm and implementation for weight repetition-aware DNN inference,Rohan Baskar Prabhakar; Sachit Kuhar; Rohit Agrawal 0001; Christopher J. Hughes; Christopher W. Fletcher,cpu,algorithmic,high,5,10.1145/3447818.3460375,https://dblp.org/rec/conf/ics/PrabhakarK0HF21,https://dl.acm.org/doi/pdf/10.1145/3447818.3460375,SumMerge: weight-repetition-aware DNN inference kernel factorizing/memoizing sub-computations in software,likely,https://github.com/rohan-bp/summerge,1,,2021-04-29
ML kernels (HPC-crossing),depthwise separable / sliding-channel convolution,IPDPS,2021,DSXplore: Optimizing Convolutional Neural Networks via Sliding-Channel Convolutions,Yuke Wang; Boyuan Feng; Yufei Ding 0001,nvidia-gpu,manual,high,9,10.1109/IPDPS49936.2021.00070,https://dblp.org/rec/conf/ipps/WangFD21,https://doi.org/10.1109/ipdps49936.2021.00070,Novel sliding-channel convolution design with optimized GPU backward/channel-cyclic kernels for CNNs,verified,https://github.com/YukeWang96/DSXplore_IPDPS21,13,MIT,2021-04-06
ML kernels (HPC-crossing),direct convolution; Winograd convolution,PPoPP,2021,I/O lower bounds for auto-tuning of convolutions in CNNs,Xiaoyang Zhang; Junmin Xiao; Guangming Tan,nvidia-gpu,autotuning,high,11,10.1145/3437801.3441609,https://dblp.org/rec/conf/ppopp/ZhangXT21,https://dl.acm.org/doi/pdf/10.1145/3437801.3441609,"I/O lower bounds drive near-optimal auto-tuned dataflows for CNN convolution, 3.32x over cuDNN",none,,0,,
